Id_bien;No_voie;Type_de_voie;Voie;Section;No_plan;Premier_Lot;Surface_Carrez_du_1er_Lot;Nombre_de_lots;Type_local;Surface_reelle_bati;Nb_piece_principale;Nature_culture;Nature_culture_speciale;Surface_terrain;CodeComm_CodeDep
284;1;RUE;DE GEX;AE;51;1;82,59;1;Appartement;75;3;;;;01160
285;140;RUE;DE L'ABBE JOLIVET;C;2307;11;109,22;1;Maison;109;5;;;;01288
286;1;RUE;DES MONGES;AE;221;3;144,6;1;Appartement;120;4;;;;04070
287;3;RUE;NOTRE-DAME;BT;168;16;31,21;3;Appartement;32;2;;;;06029
288;56;AV;DU TROIS SEPTEMBRE;AE;67;93;24,58;1;Appartement;24;1;;;;06032
289;114;AV;GASTON DE FONTMICHEL;AR;52;808;36,6;1;Appartement;36;2;;;;06079
290;55;AV;DE SOSPEL;BI;366;118;29;1;Appartement;29;1;;;;06083
291;649;PROM;DU SOLEIL;BL;343;116;54,34;1;Appartement;57;2;;;;06083
292;17;RUE;GOUNOD;KY;138;27;32,83;2;Appartement;33;2;;;;06088
293;4;BD;CIMIEZ;LE;363;177;133,44;2;Appartement;144;4;;;;06088
294;;;LES FEUILLATES;AT;120;2;63,58;1;Appartement;63;3;;;;10325
295;17;RUE;DE LA COOPERATIVE;AP;467;10;50,75;1;Appartement;50;3;;;;10343
296;146;AV;GEN GALLIENI;AC;964;30;47,88;3;Appartement;48;2;;;;10362
297;2;RUE;NVE DE LA REPUBLIQUE;AD;321;1;68,03;2;Appartement;66;3;;;;10362
298;1;RES;GRUISSAN PORT;AT;23;8;23,89;1;Appartement;25;3;;;;11170
299;156;PL;DE LA BONANCE;AY;18;316;22,15;1;Appartement;28;2;;;;11170
300;2;RUE;DE LA BIBLIOTHEQUE;AE;373;127;82,72;1;Appartement;84;5;;;;13005
301;26;RUE;DOCT SEVERIN ICARD;CE;31;11;36,8;1;Appartement;37;3;;;;13022
302;3;RUE;ANTOINE PIRRODI;AB;88;1;29,29;1;Appartement;30;1;;;;13028
303;432;BD;DE LAVAUX;BI;298;4;115,53;1;Appartement;114;4;;;;13028
304;200;CHEM;DU COULET;AE;208;2;92,99;1;Maison;61;3;;;;13101
305;294;BD;CHAVE;A;177;9;64,45;1;Appartement;63;3;;;;13205
306;62;BD;BOMPARD;A;184;10;24,89;1;Appartement;40;3;;;;13207
307;2;RUE;CAPITAINE DESSEMOND;B;57;437;22,71;1;Appartement;22;1;;;;13207
308;27;RUE;ROCCA;N;47;31;85,37;1;Appartement;86;4;;;;13208
309;1;RES;LE LANCIER;N;94;90;31,28;1;Appartement;32;1;;;;13209
310;68;BD;MIREILLE LAUZE;E;236;44;112,09;1;Appartement;111;5;;;;13210
311;6;AV;ROGER DELIENCOURT;AC;488;105;41,78;2;Appartement;43;2;;;;14220
312;4;AV;DE LA REPUBLIQUE;AD;513;129;47,05;2;Appartement;46;2;;;;14754
313;15;RUE;JEAN JACQUES ROUSSEAU;DY;742;158;77,87;2;Appartement;78;3;;;;18033
314;5;RUE;D ESPAGNAC;DI;124;39;70,19;1;Appartement;71;3;;;;19031
315;8;PL;DU GUESCLIN;BE;280;5;168,7;1;Appartement;123;4;;;;22278
316;6113;;SUVERA TORTA;F;1849;19;32,16;2;Maison;32;2;;;;2A362
317;5495;CHE;NEUF;AV;439;4;82,11;1;Maison;84;4;;;;30106
318;163;RUE;DE BRUNSWICK;CY;110;123;36,29;2;Appartement;40;1;;;;30189
319;74;IMP;DES LUPINS;LC;442;123;65,24;1;Appartement;65;3;;;;30189
320;4;RUE;DEMOISELLES DE GASCOGNE;AD;314;10;36,46;2;Appartement;38;2;;;;31203
321;10;BD;PIERRE CURIE;AN;233;29;60,16;1;Appartement;65;3;;;;31555
322;7;RUE;ARISTIDE DE SOUSA-MENDES;AH;96;86;56,67;1;Appartement;59;3;;;;33039
323;422;RTE;DE TOULOUSE;AY;120;8;50,16;1;Appartement;50;2;;;;33039
324;51;RUE;DE PESSAC;HB;211;3;26,39;1;Appartement;26;1;;;;33063
325;12;RUE;ANDRE LEROUX;AE;260;5;35,8;1;Appartement;35;2;;;;33514
326;16;AV;VIEILLE TOUR;AI;525;54;20,15;1;Appartement;19;1;;;;33522
327;6;RTE;DE LA GARONNE;A;797;3;62,55;1;Appartement;65;2;;;;33533
328;24;ALL;DE LA FLANERIE;OM;16;90;23,7;1;Appartement;23;1;;;;34003
329;94;RUE;FRANCOISE GIROUD;BR;189;36;44,14;1;Appartement;43;2;;;;34079
330;8;AV;GAL DE GAULLE;CR;78;10;59,19;1;Appartement;72;3;;;;34157
331;;RES;PORT VAUBAN;AI;145;163;62,66;2;Appartement;71;3;;;;34301
332;2;AV;CHARLES LE GOFFIC;BE;389;29;56,15;1;Appartement;61;3;;;;35210
333;2;RUE;DUGUESCLIN;AC;504;67;16,54;1;Appartement;17;1;;;;35238
334;7;RUE;JEAN LURCAT;AO;157;13;65,52;2;Appartement;66;3;;;;37261
335;42;CRS;JEAN JAURES;BM;96;45;31;1;Appartement;31;2;;;;38185
336;3;AV;DE VALMY;CX;123;35;61,23;1;Appartement;62;3;;;;38185
337;10;RUE;ELISEE CHATIN;DM;10;17;76,75;2;Appartement;73;3;;;;38185
338;5519;RES;LES TERRASSES DE L ALPE I;AD;637;12;16,3;1;Appartement;17;1;;;;38191
339;1;RUE;FRANZ LISZT;BE;293;22;60,73;2;Appartement;61;4;;;;38421
340;2;RUE;SIMONE DE BEAUVOIR;BH;333;31;81,25;1;Appartement;81;4;;;;38421
341;7;PL;DE LA VICTOIRE;AH;68;1;97,41;2;Maison;101;5;;;;39526
342;11;RUE;DES SERRES;AE;181;13;85,32;1;Appartement;78;4;;;;40088
343;220;CHE;DE LAREIGNE;AE;304;60;45,94;1;Appartement;46;2;;;;40281
344;9;AV;DE LA GARE;BK;311;2;53,22;1;Maison;50;3;;;;40284
345;1;ALL;HELENE ET JACQUES SOLOMON;AD;1807;10;65,26;2;Appartement;65;3;;;;40312
346;3;PL;ALEXANDRE VIRO;AI;1718;11;91,43;2;Appartement;90;4;;;;40312
347;80;RTE;DE L ETANG;AA;529;26;74,39;3;Maison;74;4;;;;40317
348;33;RUE;DU TREYVE;AV;281;2;90,2;1;Appartement;66;3;;;;42005
349;85;RUE;JOANNY AUGE;AW;3;143;76,75;2;Appartement;77;3;;;;42187
350;12;RUE;BERCHOUX;AX;733;13;41,31;2;Appartement;42;2;;;;42187
351;10;RUE;DES ECOLIERS;BT;64;346;61,37;1;Appartement;59;2;;;;42187
352;115;RUE;DU MOULIN A VENT PROLONGE;BE;54;61;75,95;2;Appartement;70;4;;;;42332
353;33;RUE;ST GILLES;AX;286;35;36,98;1;Appartement;50;2;;;;43157
354;29;RUE;CHARLES NUNGESSER;AL;89;248;51,77;2;Maison;51;3;;;;44035
355;2;IMP;DE L HOTEL DIEU;TX;16;9;62,88;1;Maison;50;1;;;;44109
356;44;BD;OCEANIDES;AD;701;713;67,98;1;Appartement;68;2;;;;44132
357;5;RUE;LOUISE MICHEL;AI;280;52;53,25;3;Appartement;52;2;;;;44198
358;28;RUE;GUSTAVE EIFFEL;BC;416;2;60,7;1;Appartement;60;3;;;;45075
359;481;AV;DU LOIRET;AN;623;33;70,03;2;Appartement;68;4;;;;45232
360;13;RUE;DE GAUCOURT;AO;773;8;44,39;1;Appartement;45;2;;;;45234
361;28;RUE;DE LA HAUTE CROIX;BI;867;869;26,25;2;Appartement;26;1;;;;45284
362;63;RUE;DU PRE PIGEON;BK;724;38;71,08;1;Appartement;75;3;;;;49007
363;99;RUE;DE LA MADELEINE;CS;534;22;21,62;1;Appartement;20;1;;;;49007
364;1;;LE CARRE DES TOILES;AB;593;814;39,78;1;Appartement;40;2;;;;49099
365;72;RUE;SAINT PIERRE;AK;340;2;59,19;1;Appartement;59;2;;;;50147
366;2;RUE;DES AUGUSTINS;BE;398;8;31,79;1;Appartement;30;1;;;;51108
367;1;PL;CARNOT;BI;845;4;43,85;1;Appartement;44;2;;;;51230
368;17;RUE;DU BOUCAU;AD;113;16;58,53;1;Appartement;56;3;;;;54263
369;3;IMP;DU RAIL;ZS;224;80;38,01;1;Appartement;38;2;;;;56023
370;324;RUE;DE LA REPUBLIQUE;AI;60;59;43,84;1;Appartement;44;2;;;;60342
371;2;RUE;DES CLIGNETTES;AE;158;2;64,45;1;Appartement;80;4;;;;60513
372;1;RUE;SAINT EXUPERY;AO;590;820;87,68;2;Maison;82;4;;;;62893
373;2;ALL;DE LA GRAVIERE;AR;237;37;54,68;1;Appartement;54;2;;;;64102
374;9;CHE;DU LOUP;BZ;199;26;60,77;1;Appartement;61;3;;;;69089
375;18;RUE;DU PERRON;AB;724;2;104,11;1;Maison;102;4;;;;69176
376;437;RUE;DE THIZY;AL;234;2;56,02;2;Appartement;57;3;;;;69264
377;14;RUE;IMBERT COLOMES;AO;180;54;28,17;1;Appartement;54;3;;;;69381
378;6;RUE;ROUX SOIGNAT;BS;31;8;49,13;1;Appartement;52;1;;;;69383
379;49;RUE;EUGENE PONS;AZ;46;41;51,01;1;Appartement;52;2;;;;69384
380;15;PL;EDOUARD DE LA BOUSSINIERE;AT;517;21;20,92;1;Appartement;21;1;;;;72181
381;5669;;IMM ARCELLE 1;AM;413;88;30,84;1;Appartement;27;2;;;;73257
382;448;AV;DU MONT PACCARD;A;3059;245;16,7;2;Appartement;25;2;;;;74236
383;116;RUE;DE L AUTOMNE;C;2331;27;47,17;2;Appartement;47;2;;;;74311
384;7;RUE;NOTRE DAME DE NAZARETH;AF;99;32;27,37;1;Appartement;26;2;;;;75103
385;67;RUE;DE BRETAGNE;AI;5;35;26,43;1;Appartement;11;1;;;;75103
386;22;RUE;DU TEMPLE;AF;26;37;34,6;1;Appartement;27;2;;;;75104
387;9;RUE;LARREY;AL;100;48;27,01;2;Appartement;26;1;;;;75105
388;1;RUE;HUYSMANS;AU;5;17;29,5;1;Appartement;29;1;;;;75106
389;62;RUE;SAINT PLACIDE;BF;16;30;110,09;2;Appartement;109;5;;;;75106
390;66;RUE;DE RENNES;BH;72;26;165,15;2;Appartement;163;5;;;;75106
391;45;RUE;BONAPARTE;BJ;59;15;78,83;4;Appartement;79;3;;;;75106
392;27;RUE;DES SAINTS PERES;BM;18;17;48,96;3;Appartement;52;2;;;;75106
393;139;RUE;DU FBG SAINT DENIS;AL;44;55;36,47;1;Appartement;29;2;;;;75110
394;32;RUE;DES PETITS HOTELS;AL;5;3;49,6;1;Appartement;50;2;;;;75110
395;25;PAS;DUBAIL;BB;57;116;69,08;2;Appartement;71;3;;;;75110
396;13;BD;DE LA VILLETTE;BK;41;8;50,78;1;Appartement;48;3;;;;75110
397;6;RUE;DE NEMOURS;AM;39;19;18,21;1;Appartement;23;1;;;;75111
398;15;BD;RICHARD LENOIR;BH;18;49;130,65;2;Appartement;135;5;;;;75111
399;4;RUE;MAILLARD;BT;29;31;53,8;1;Appartement;53;3;;;;75111
400;4;RUE;MAILLARD;BT;29;32;31,48;2;Appartement;32;2;;;;75111
401;9;RUE;DES BOULETS;CP;16;24;26,98;1;Appartement;23;2;;;;75111
402;11;AV;DU BEL AIR;CM;38;30;64,38;1;Appartement;57;3;;;;75112
403;16;RUE;LACUEE;EO;18;17;48,65;1;Appartement;50;2;;;;75112
404;120;RUE;DU MOULIN DES PRES;DV;51;10;47,03;2;Appartement;51;2;;;;75113
405;45;RUE;BOULARD;CL;63;5;52,28;1;Appartement;31;3;;;;75114
406;41;RUE;JONQUOY;CU;73;2;77,97;2;Appartement;75;4;;;;75114
407;12;RUE;JONQUOY;CW;8;7;54,56;2;Appartement;50;3;;;;75114
408;10;RUE;FIRMIN GILLOT;BF;64;6;10,8;1;Appartement;12;1;;;;75115
409;37;RUE;FONDARY;DG;11;32;55,63;2;Appartement;62;3;;;;75115
410;36;AV;GEORGES MANDEL;DV;46;5;360,95;1;Appartement;357;8;;;;75116
411;15;RUE;DUFRENOY;EC;42;77;30,02;1;Appartement;27;1;;;;75116
412;11;RUE;DE L ARC DE TRIOMPHE;AK;12;23;50,22;1;Appartement;55;2;;;;75117
413;132;RUE;DE TOCQUEVILLE;CD;40;2;28,35;3;Appartement;14;1;;;;75117
414;32;RUE;LEGENDRE;CJ;27;103;48,88;2;Appartement;50;3;;;;75117
415;17;RUE;DE CHEROY;CK;68;11;131,25;6;Appartement;135;7;;;;75117
416;7;RUE;NOLLET;CO;65;12;39,34;1;Appartement;42;3;;;;75117
417;3;RUE;BRIDAINE;CP;47;12;22,84;1;Appartement;22;1;;;;75117
418;98;RUE;NOLLET;CS;88;23;83,25;2;Appartement;80;4;;;;75117
419;75;RUE;DOUDEAUVILLE;BT;64;119;13,15;1;Appartement;11;1;;;;75118
420;37;RUE;DE LA PLAINE;DX;82;187;46,01;2;Appartement;48;2;;;;75120
421;2;SQ;BRUSSEAU;C;2103;17;39,6;1;Appartement;52;2;;;;77061
422;24;RUE;GRANDE;AH;824;48;45,45;1;Appartement;46;2;;;;77079
423;1;RUE;DE BOURGOGNE;ZI;233;115;60,7;1;Appartement;60;3;;;;77118
424;3;PL;PAUL EMILE VICTOR;BI;845;12;55,2;1;Appartement;55;3;;;;77284
425;120;ALL;DE PLEIN CIEL;BP;56;4250;100,8;2;Appartement;100;5;;;;77285
426;41;BD;DE L ALMONT;AO;63;1;25,45;2;Appartement;25;1;;;;77288
427;38;RUE;DE LA CHARBONNIERE;ZA;182;238;40,35;1;Appartement;40;1;;;;77307
428;5929;CITE;DES GUETTES;A;162;13;99,42;2;Appartement;99;4;;;;77419
429;17;RUE;DE LA MARNE;AI;142;5;118,56;1;Maison;107;5;;;;77450
430;4;;RES LA FONTAINE SAINT MARC;AC;21;210;66,42;2;Appartement;67;3;;;;77487
431;2;QUAI;DE L AMIRAL MOUCHEZ;AI;725;133;75,16;2;Appartement;75;3;;;;78146
432;1;AV;MONTAIGNE;AC;29;18;56,83;2;Appartement;54;3;;;;78165
433;57;AV;DE SAINT GERMAIN;AL;516;59;27,01;2;Appartement;25;1;;;;78358
434;57;AV;DE SAINT GERMAIN;AL;516;60;111;2;Appartement;112;5;;;;78358
435;26;ALL;CLAUDE MONET;AD;358;4207;52,53;2;Appartement;53;2;;;;78372
436;22;RUE;DU GEN DE GAULLE;AH;997;6;55,03;1;Appartement;65;4;;;;78382
437;2;AV;P MARTIN LUTHER KING;AK;563;207;88,78;2;Appartement;91;5;;;;78481
438;6;AV;JEAN JAURES;AX;236;3;17,78;1;Appartement;20;1;;;;78586
439;3;RUE;REMONT;BE;422;1;98,99;1;Maison;110;5;;;;78646
440;23;RUE;SAINT GERMAIN;XZ;75;38;19,97;1;Appartement;20;1;;;;80021
441;77;RUE;DE MAYOCQ;AX;2;5;87,02;1;Maison;85;4;;;;80228
442;30;RUE;DE LA COMEDIE;BN;15;20;48,4;1;Appartement;52;2;;;;82121
443;183;BD;DE PIERREPLANE;AC;513;6;25,29;1;Appartement;26;1;;;;83009
444;22;AV;DU PORT;CM;82;29;68,46;2;Appartement;70;3;;;;83112
445;184;AV;DU CARMEL;DV;21;2;57,68;1;Appartement;51;3;;;;83137
446;57;RUE;DU DOC PACCARD;BR;17;20;63,17;2;Appartement;79;3;;;;84031
447;27;BD;DE L'OCEAN;AO;266;51;52,9;1;Appartement;52;3;;;;85164
448;22;RUE;PIERRE LEROUX;DE;160;2107;44,4;1;Appartement;44;2;;;;87085
449;636;;CITE DU DOCTEUR BARRIERE;AK;45;5;65,74;1;Appartement;56;3;;;;87161
450;10;RUE;MARIE MARVINGT;AH;364;102;61,74;1;Appartement;64;3;;;;88160
451;15;RUE;DES AULNES;AH;44;13;70,19;4;Appartement;49;3;;;;88181
452;4;RUE;CAROLINE RIER;B;509;38;66,05;1;Appartement;66;3;;;;91086
453;2;RUE;DES FRANCS BOURGEOIS;AC;196;4;89,43;1;Maison;89;5;;;;91156
454;38;BD;DE FONTAINEBLEAU;BK;32;8;71,64;2;Appartement;69;3;;;;91174
455;69;AV;DES FAUVETTES;AB;242;5;107,15;1;Maison;109;5;;;;91326
456;34;AV;FRANCOIS MOLE;AF;246;3;87,01;1;Appartement;96;4;;;;92002
457;49;AV;D ARGENTEUIL;AC;16;10;52,9;2;Appartement;53;3;;;;92004
458;81;RUE;DU BAC;AG;72;1;63,2;3;Appartement;60;3;;;;92004
459;97;RUE;DU CHATEAU;AV;37;36;122,8;1;Maison;75;5;;;;92004
460;21;AV;DE LA REDOUTE;D;117;45;53,39;2;Appartement;52;2;;;;92004
461;10;RUE;GEORGES GUYNEMER;O;115;16;25,5;1;Appartement;27;1;;;;92004
462;221;AV;D ARGENTEUIL;F;267;11;27,73;2;Appartement;22;2;;;;92009
463;35;RUE;RASPAIL;J;226;61;56,21;2;Appartement;50;3;;;;92009
464;867;CRS;AQUITAINE;AY;88;224;96,33;1;Appartement;93;4;;;;92012
465;56;BD;DE LA REPUBLIQUE;BM;19;18;49,42;1;Appartement;50;2;;;;92012
466;2;RUE;DE L ANCIENNE MAIRIE;E;47;3;51,34;1;Appartement;50;2;;;;92012
467;35;BD;D AUTEUIL;S;75;7;149,71;1;Appartement;148;5;;;;92012
468;10;AV;ANATOLE FRANCE;AC;171;23;44,5;1;Appartement;44;2;;;;92024
469;3;RUE;DES ROSES;S;23;140;23,95;2;Appartement;20;1;;;;92032
470;13;RUE;VILLEBOIS MAREUIL;V;801;18;76,07;1;Maison;75;3;;;;92036
471;12;RUE;DES ACACIAS;S;138;1;70;1;Maison;55;3;;;;92040
472;136;RUE;ARISTIDE BRIAND;Q;272;371;66,05;1;Appartement;65;3;;;;92044
473;5;RUE;BARBES;T;38;21;85,07;2;Appartement;84;4;;;;92044
474;15;RUE;BANES;AP;378;25;58,94;1;Appartement;59;3;;;;92048
475;17;RUE;SADI CARNOT;CJ;92;2;30,52;1;Appartement;45;3;;;;92050
476;20;RUE;DE ZILINA;F;1318;1066;71,62;2;Appartement;68;3;;;;92050
477;7;ALL;D ORLEANS;AE;45;15;48,65;2;Appartement;40;3;;;;92051
478;11;RUE;DU GAL H BERTIER;AO;124;3;122,79;1;Appartement;130;4;;;;92051
479;119;AV;EDOUARD HERRIOT;U;101;610;68,51;2;Appartement;67;3;;;;92060
480;8;RUE;LUCIEN VOILIN;Y;172;12;23,28;2;Appartement;22;1;;;;92062
481;115;RUE;ESTIENNE D ORVES;AD;147;184;22,51;1;Appartement;22;1;;;;92063
482;9;RUE;CROIX BOSSET;AO;158;11;53,68;2;Appartement;53;2;;;;92072
483;101;RUE;DES CHENES;AR;163;4;88,9;1;Maison;87;4;;;;92073
484;23;AV;DE LA REPUBLIQUE;AB;16;26;64,41;2;Appartement;60;4;;;;93006
485;98;AV;PASTEUR;H;231;45;21,28;1;Appartement;21;1;;;;93045
486;71;RUE;DE ROMAINVILLE;J;95;37;49,28;1;Appartement;48;3;;;;93045
487;137;RUE;DE PARIS;BH;83;7;64,41;1;Appartement;48;3;;;;93048
488;13;RUE;DES ORMES;BX;72;141;82,56;1;Appartement;83;4;;;;93048
489;4;ALL;PAUL LANGEVIN;A;786;28;73,6;2;Appartement;73;4;;;;93072
490;8;ALL;JOHANNES KEPLER;AL;420;338;93,49;2;Appartement;93;5;;;;93073
491;20;RUE;FELIX EBOUE;K;99;31;72,52;2;Maison;75;4;;;;94002
492;49;RUE;MARCEL BOURDARIAS;P;100;25;59,69;3;Appartement;57;3;;;;94002
493;9002;RES;L ANGEVINE 2;AB;255;30041;85,22;1;Appartement;84;4;;;;94004
494;197;RUE;DE PARIS;A;62;29;34,92;1;Appartement;34;2;;;;94018
495;25;RUE;JULES VALLES;S;153;3;49,45;1;Maison;31;1;;;;94022
496;1;RUE;MARIN LA MESLEE;AM;178;295;81,95;2;Appartement;82;4;;;;94028
497;18;AV;JEAN JAURES;K;310;17;68,12;2;Appartement;68;3;;;;94037
498;8;RUE;EMILE BLIN;AS;104;23;20,5;2;Appartement;25;1;;;;94041
499;5;RUE;GEORGES POMPIDOU;F;86;1617;26,72;1;Appartement;28;1;;;;94043
500;9001;;RES VERDUN LECLERC;AC;130;140;41,7;2;Appartement;39;2;;;;94044
501;13;PL;LOUIS ARAGON;AC;566;32008;63,77;1;Appartement;63;3;;;;94044
502;7;RUE;DU MARECHAL VAILLANT;F;31;29;44,04;2;Appartement;52;3;;;;94052
503;49;RUE;PAUL BERT;L;207;30;28,5;1;Appartement;28;1;;;;94052
504;39;AV;DE BRETAGNE;AL;48;270;94,35;1;Maison;81;5;;;;94060
505;4;RUE;RENARD;AR;253;25;77,15;1;Appartement;77;4;;;;94060
506;26;RUE;JEAN JAURES;AR;4;6;72,75;1;Appartement;72;4;;;;94060
507;13;AV;DES ARTS;Z;4;1;304,8;1;Maison;300;9;;;;94068
508;7;RUE;ELSA TRIOLET;AE;139;97;82,21;1;Maison;86;4;S;;192;94074
509;25;RUE;DE CROSNE;AP;178;1;40,04;2;Appartement;39;2;;;;94078
510;33;RUE;DE MONTREUIL;A;199;17;77,41;2;Appartement;82;4;;;;94080
511;16;AV;DU GAL DE GAULLE;X;168;7;146,82;1;Appartement;150;5;;;;94080
512;;RUE;PARMENTIER;AD;802;1;41,75;1;Appartement;45;3;;;;95039
513;27;RUE;ALBERT MEUNIER;AS;455;315;56,91;2;Appartement;61;3;;;;95199
514;3;ALL;CHARLES PEGUY;AN;311;62;69,31;1;Appartement;70;3;;;;95219
515;1;AV;FOCH;BK;159;729;80,28;1;Appartement;94;4;;;;95306
516;;;DERRIERE LES TOURNELLES;AN;366;27;77,7;1;Maison;78;4;;;;95527
517;39;RUE;BUFFON;AE;440;31;108,65;2;Appartement;91;4;;;;01033
518;151;RTE;DE BELLEVILLE;A;719;3;86,8;1;Appartement;90;3;;;;01258
519;8;RUE;DE GENEVE;BH;79;11;52,58;1;Appartement;52;2;;;;01354
520;22;RUE;DE LA FRATERNITE;AT;477;61;34,9;1;Appartement;38;1;;;;03190
521;10;RUE;SAINT ANTOINE;BP;54;9;22,47;1;Appartement;23;2;;;;06004
522;4;AV;CAMILLE BLANC;AE;295;79;47,42;1;Appartement;47;2;;;;06012
523;4;RUE;DE STALINGRAD;BH;55;38;66,12;2;Appartement;67;1;;;;06029
524;59;AV;DU MARECHAL JUIN;CM;96;148;67,99;1;Appartement;70;2;;;;06029
525;12;BD;DE LA REPUBLIQUE;D;5593;8;59,74;1;Appartement;62;3;;;;06033
526;124;PROM;VAL DU CAREI;AK;10;310;46,66;1;Appartement;46;2;;;;06083
527;1;AV;DE VERDUN;BK;553;18;42,84;1;Appartement;42;2;;;;06083
528;5277;;LE VILLAGE;A;571;15;22,71;1;Appartement;25;1;;;;06092
529;85;RTE;DE VALS;A;972;2;59,05;1;Appartement;62;3;;;;07019
530;9004;CITE;DE LA SOUBEYRANNE;AV;491;203;85,93;2;Appartement;86;5;;;;07042
531;9004;CITE;DE LA SOUBEYRANNE;AV;491;204;69,46;2;Appartement;71;4;;;;07042
532;5638;RES;HAMEAU LES FALAISES;C;927;134;28,52;1;Appartement;29;2;;;;07304
533;3;RUE;JEAN JAURES;AB;15;19;27,76;1;Appartement;48;1;;;;11262
534;159;RES;HORIZON;BH;96;233;21,51;1;Appartement;22;2;;;;11266
535;27;AV;MARECHAL FOCH;BZ;28;61;50,43;1;Appartement;35;2;;;;13022
536;9012;MAIL;LE MAIL;AL;27;74;64,3;1;Appartement;65;3;;;;13119
537;57;RUE;ADOLPHE THIERS;B;17;13;53,66;1;Appartement;54;3;;;;13201
538;44;RUE;CURIOL;C;167;6;20,37;1;Appartement;24;1;;;;13201
539;46;RUE;CHEVALIER PAUL;B;131;13;35,27;1;Appartement;35;1;;;;13202
540;13;RUE;BERANGER;N;102;197;55,7;1;Appartement;53;3;;;;13204
541;77;RUE;PAUTRIER;H;20;26;33,46;1;Appartement;27;0;;;;13204
542;16;RUE;ROBERT;A;99;11;22,8;1;Appartement;21;2;;;;13207
543;89;RUE;SAINT SEBASTIEN;C;86;4;51,43;1;Appartement;51;1;;;;13208
544;30;RUE;DES MOUSSES;I;117;100;20,45;1;Appartement;20;1;;;;13208
545;14;RUE;NEGRESKO;H;38;485;17,1;1;Appartement;18;1;;;;13208
546;9001;CITE;LE CORBUSIER;C;4;292;103,14;1;Appartement;96;4;;;;13208
547;34;RUE;NICOLE ZEMMOUR;H;138;119;68,81;2;Appartement;68;3;;;;13209
548;296;BD;ROMAIN ROLLAND;C;48;19;76,15;2;Appartement;77;5;;;;13209
549;25;BD;BONIFAY;K;78;31;48,14;2;Appartement;50;2;;;;13210
550;46;RUE;SAINTE BAUME;K;153;42;27,3;1;Appartement;30;1;;;;13210
551;49;TSSE;DES BONNETS;N;49;104;67,2;2;Appartement;68;4;;;;13213
552;6412;VC;RES LES MARINES;AR;90;819;36,23;1;Appartement;36;2;;;;14754
553;48;AV;EMILE ZOLA;BI;691;2;27;1;Appartement;25;1;;;;19031
554;87;RUE;DE GOUEDIC;CH;241;34;36,08;1;Appartement;35;2;;;;22278
555;20;RUE;DE L ABREUVOIR;AD;635;5;32;1;Appartement;32;1;;;;25265
556;15;PAS;DU PALOMA;B;1457;22;66,81;2;Appartement;80;4;;;;26058
557;28;AV;DUCHESNE;BH;167;10;73,65;2;Appartement;75;4;;;;26281
558;1;RUE;DE LA LIBERATION;AB;226;23;40,43;2;Appartement;43;2;;;;27299
559;6;RUE;DES ECUYERS;AI;140;2;32,2;1;Appartement;34;2;;;;28085
560;4;RUE;CHAUVEAU LAGARDE;AX;45;7;65,63;1;Appartement;65;3;;;;28085
561;106;AV;DU GENERAL LECLERC;AM;133;292;58,87;1;Appartement;58;3;;;;28134
562;14;RUE;DE L ASPIC;EY;270;9;42,47;1;Appartement;43;2;;;;30189
563;175;CHE;DE LA DOUCE DAME;B;2890;23;104,56;1;Maison;104;5;;;;31066
564;72;AV;SALVADOR ALLENDE;CD;54;42;78,83;2;Appartement;80;3;;;;31113
565;2;RUE;DES LOIS;AD;143;11;68,06;2;Appartement;85;3;;;;31555
566;10;RUE;MONTESQUIEU;AB;148;48;42;1;Maison;42;2;;;;33051
567;16;RUE;JULIE;DB;62;4;51,43;1;Appartement;47;2;;;;33063
568;46;RES;LE HAMEAU PIERRE FABRE;A;1551;51;58,22;1;Appartement;60;3;;;;33081
569;20;RUE;HIPPOLYTE GOURDON;AO;345;20;86,01;1;Maison;80;4;;;;33249
570;100;AV;DE LA LIBERATION;BO;171;11;59,74;1;Appartement;60;3;;;;33281
571;232;RUE;DE SUZON;AT;120;928;21,55;1;Appartement;22;1;;;;33522
572;9001;RES;SARCIGNAN;CO;521;241;52,66;2;Appartement;52;3;;;;33550
573;86;AV;D INGRIL;BE;469;1;36,69;1;Appartement;31;2;;;;34108
574;19;RUE;ARAGO;AO;835;2;44,09;1;Appartement;44;2;;;;34301
575;17;BD;JOLIOT CURIE;BR;51;424;22,13;1;Appartement;21;1;;;;34301
576;25;RUE;GALPIN THIOU;CR;47;10;51,26;1;Appartement;53;2;;;;37261
577;22;CHE;JESUS;CI;158;8;18;1;Appartement;19;0;;;;38185
578;77;CRS;JEAN JAURES;CN;69;33;73,12;1;Appartement;68;3;;;;38185
579;5383;;LA VILLE;AB;75;470;35,6;1;Appartement;35;2;;;;38186
580;4;CHE;DE L HERMITAGE;AH;197;45;132,05;1;Appartement;141;4;;;;38229
581;25;ALL;DE LA DENT DE CROLLES;AI;141;12;74,5;1;Appartement;75;3;;;;38249
582;220;ALL;DE PRE MAYEN;AO;339;78;42,06;1;Appartement;42;2;;;;38249
583;315;RUE;DU CLOS CAPPERONY;B;924;219;23,57;1;Appartement;23;2;;;;39470
584;93;AV;CHARLES DE GAULLE;AL;354;3;23,53;2;Appartement;24;1;;;;40133
585;220;CHE;DE LAREIGNE;AE;304;36;42;1;Appartement;42;2;;;;40281
